Year,Phrase,Frequency,Corpus,Parent
1899,Thomas JEFFERSON,4.236741790730747e-10,en-US-2019,Thomas Jefferson (All)
1900,Thomas JEFFERSON,2.3519848291186918e-9,en-US-2019,Thomas Jefferson (All)
1901,Thomas JEFFERSON,2.135038368322739e-9,en-US-2019,Thomas Jefferson (All)
1902,Thomas JEFFERSON,1.9876085499692664e-10,en-US-2019,Thomas Jefferson (All)
1903,Thomas JEFFERSON,1.5698030653155115e-9,en-US-2019,Thomas Jefferson (All)
1904,Thomas JEFFERSON,7.584418093564693e-10,en-US-2019,Thomas Jefferson (All)
1905,Thomas JEFFERSON,7.463138440577666e-10,en-US-2019,Thomas Jefferson (All)
1906,Thomas JEFFERSON,5.266145852722559e-10,en-US-2019,Thomas Jefferson (All)
1907,Thomas JEFFERSON,8.716175003975479e-10,en-US-2019,Thomas Jefferson (All)
1908,Thomas JEFFERSON,8.41346770030782e-10,en-US-2019,Thomas Jefferson (All)
1909,Thomas JEFFERSON,0,en-US-2019,Thomas Jefferson (All)
1910,Thomas JEFFERSON,1.2687559891588762e-9,en-US-2019,Thomas Jefferson (All)
1911,Thomas JEFFERSON,4.0173606108417914e-10,en-US-2019,Thomas Jefferson (All)
1912,Thomas JEFFERSON,1.2002491223128686e-9,en-US-2019,Thomas Jefferson (All)
1913,Thomas JEFFERSON,9.359256702978769e-10,en-US-2019,Thomas Jefferson (All)
1914,Thomas JEFFERSON,2.720986491677735e-10,en-US-2019,Thomas Jefferson (All)
1915,Thomas JEFFERSON,1.3227581530106391e-10,en-US-2019,Thomas Jefferson (All)
1916,Thomas JEFFERSON,7.598854878665406e-10,en-US-2019,Thomas Jefferson (All)
1917,Thomas JEFFERSON,3.886109212203337e-10,en-US-2019,Thomas Jefferson (All)
1918,Thomas JEFFERSON,0,en-US-2019,Thomas Jefferson (All)
1919,Thomas JEFFERSON,4.1432449138234517e-10,en-US-2019,Thomas Jefferson (All)
1920,Thomas JEFFERSON,3.9685654762422473e-10,en-US-2019,Thomas Jefferson (All)
1921,Thomas JEFFERSON,6.807516217399723e-10,en-US-2019,Thomas Jefferson (All)
1922,Thomas JEFFERSON,2.680670407873009e-10,en-US-2019,Thomas Jefferson (All)
1923,Thomas JEFFERSON,2.2512447461764395e-10,en-US-2019,Thomas Jefferson (All)
1924,Thomas JEFFERSON,0,en-US-2019,Thomas Jefferson (All)
1925,Thomas JEFFERSON,7.265534840428245e-10,en-US-2019,Thomas Jefferson (All)
1926,Thomas JEFFERSON,2.508262486600188e-9,en-US-2019,Thomas Jefferson (All)
1927,Thomas JEFFERSON,7.260381185147935e-10,en-US-2019,Thomas Jefferson (All)
1928,Thomas JEFFERSON,6.703842481137201e-10,en-US-2019,Thomas Jefferson (All)
1929,Thomas JEFFERSON,9.042623316801723e-10,en-US-2019,Thomas Jefferson (All)
1930,Thomas JEFFERSON,8.990398425723356e-10,en-US-2019,Thomas Jefferson (All)
1931,Thomas JEFFERSON,2.266495463532081e-10,en-US-2019,Thomas Jefferson (All)
1932,Thomas JEFFERSON,0,en-US-2019,Thomas Jefferson (All)
1933,Thomas JEFFERSON,2.7263735713489723e-10,en-US-2019,Thomas Jefferson (All)
1934,Thomas JEFFERSON,7.931384438109035e-10,en-US-2019,Thomas Jefferson (All)
1935,Thomas JEFFERSON,1.1849748959846806e-9,en-US-2019,Thomas Jefferson (All)
1936,Thomas JEFFERSON,2.2895256523991492e-10,en-US-2019,Thomas Jefferson (All)
1937,Thomas JEFFERSON,1.096185364701796e-9,en-US-2019,Thomas Jefferson (All)
1938,Thomas JEFFERSON,1.5236599759660407e-9,en-US-2019,Thomas Jefferson (All)
1939,Thomas JEFFERSON,4.854312951607653e-9,en-US-2019,Thomas Jefferson (All)
1940,Thomas JEFFERSON,2.5803612579977653e-9,en-US-2019,Thomas Jefferson (All)
1941,Thomas JEFFERSON,4.842055645326582e-9,en-US-2019,Thomas Jefferson (All)
1942,Thomas JEFFERSON,1.4908931866841613e-9,en-US-2019,Thomas Jefferson (All)
1943,Thomas JEFFERSON,1.3538725696093934e-9,en-US-2019,Thomas Jefferson (All)
1944,Thomas JEFFERSON,1.4692500549529086e-9,en-US-2019,Thomas Jefferson (All)
1945,Thomas JEFFERSON,6.721531109477041e-10,en-US-2019,Thomas Jefferson (All)
1946,Thomas JEFFERSON,8.024234054992974e-10,en-US-2019,Thomas Jefferson (All)
1947,Thomas JEFFERSON,1.7554935283214945e-9,en-US-2019,Thomas Jefferson (All)
1948,Thomas JEFFERSON,1.083288014847028e-9,en-US-2019,Thomas Jefferson (All)
1949,Thomas JEFFERSON,4.597066893818891e-10,en-US-2019,Thomas Jefferson (All)
1950,Thomas JEFFERSON,1.8160000170297508e-9,en-US-2019,Thomas Jefferson (All)
1951,Thomas JEFFERSON,4.976382639299004e-10,en-US-2019,Thomas Jefferson (All)
1952,Thomas JEFFERSON,3.3526448284249e-10,en-US-2019,Thomas Jefferson (All)
1953,Thomas JEFFERSON,8.377235016787665e-10,en-US-2019,Thomas Jefferson (All)
1954,Thomas JEFFERSON,6.460910140226872e-10,en-US-2019,Thomas Jefferson (All)
1955,Thomas JEFFERSON,7.643938815249385e-10,en-US-2019,Thomas Jefferson (All)
1956,Thomas JEFFERSON,1.727867182665932e-9,en-US-2019,Thomas Jefferson (All)
1957,Thomas JEFFERSON,3.1438820435880643e-9,en-US-2019,Thomas Jefferson (All)
1958,Thomas JEFFERSON,5.851677475909867e-10,en-US-2019,Thomas Jefferson (All)
1959,Thomas JEFFERSON,1.8589224604070864e-9,en-US-2019,Thomas Jefferson (All)
1960,Thomas JEFFERSON,9.008057633153044e-10,en-US-2019,Thomas Jefferson (All)
1961,Thomas JEFFERSON,1.1859806470226886e-9,en-US-2019,Thomas Jefferson (All)
1962,Thomas JEFFERSON,1.1475076444611432e-9,en-US-2019,Thomas Jefferson (All)
1963,Thomas JEFFERSON,5.34349176017912e-10,en-US-2019,Thomas Jefferson (All)
1964,Thomas JEFFERSON,2.3418020300702835e-10,en-US-2019,Thomas Jefferson (All)
1965,Thomas JEFFERSON,4.113262785931937e-10,en-US-2019,Thomas Jefferson (All)
1966,Thomas JEFFERSON,1.9524231120726654e-9,en-US-2019,Thomas Jefferson (All)
1967,Thomas JEFFERSON,9.162035574661331e-10,en-US-2019,Thomas Jefferson (All)
1968,Thomas JEFFERSON,1.081921663370622e-9,en-US-2019,Thomas Jefferson (All)
1969,Thomas JEFFERSON,9.768181818969879e-10,en-US-2019,Thomas Jefferson (All)
1970,Thomas JEFFERSON,1.2512976210743432e-9,en-US-2019,Thomas Jefferson (All)
1971,Thomas JEFFERSON,2.498869777767254e-9,en-US-2019,Thomas Jefferson (All)
1972,Thomas JEFFERSON,5.434322436492778e-10,en-US-2019,Thomas Jefferson (All)
1973,Thomas JEFFERSON,3.051633834516565e-9,en-US-2019,Thomas Jefferson (All)
1974,Thomas JEFFERSON,5.367205568873601e-10,en-US-2019,Thomas Jefferson (All)
1975,Thomas JEFFERSON,2.086473660511956e-9,en-US-2019,Thomas Jefferson (All)
1976,Thomas JEFFERSON,1.134060068075371e-9,en-US-2019,Thomas Jefferson (All)
1977,Thomas JEFFERSON,1.0335196032329463e-9,en-US-2019,Thomas Jefferson (All)
1978,Thomas JEFFERSON,9.493514863123664e-10,en-US-2019,Thomas Jefferson (All)
1979,Thomas JEFFERSON,7.150220970864041e-10,en-US-2019,Thomas Jefferson (All)
1980,Thomas JEFFERSON,3.510890023150637e-9,en-US-2019,Thomas Jefferson (All)
1981,Thomas JEFFERSON,3.232388801066577e-10,en-US-2019,Thomas Jefferson (All)
1982,Thomas JEFFERSON,1.2869832977102647e-9,en-US-2019,Thomas Jefferson (All)
1983,Thomas JEFFERSON,7.048220340699629e-10,en-US-2019,Thomas Jefferson (All)
1984,Thomas JEFFERSON,2.1523287596636465e-9,en-US-2019,Thomas Jefferson (All)
1985,Thomas JEFFERSON,7.469192486730947e-10,en-US-2019,Thomas Jefferson (All)
1986,Thomas JEFFERSON,1.8033001758510636e-9,en-US-2019,Thomas Jefferson (All)
1987,Thomas JEFFERSON,5.96186877643845e-10,en-US-2019,Thomas Jefferson (All)
1988,Thomas JEFFERSON,1.2569372209725316e-9,en-US-2019,Thomas Jefferson (All)
1989,Thomas JEFFERSON,1.5992123181263196e-9,en-US-2019,Thomas Jefferson (All)
1990,Thomas JEFFERSON,1.0038584408178508e-9,en-US-2019,Thomas Jefferson (All)
1991,Thomas JEFFERSON,1.5184719037719674e-9,en-US-2019,Thomas Jefferson (All)
1992,Thomas JEFFERSON,1.5338765813055488e-9,en-US-2019,Thomas Jefferson (All)
1993,Thomas JEFFERSON,1.0544995987515904e-9,en-US-2019,Thomas Jefferson (All)
1994,Thomas JEFFERSON,3.961114769523988e-10,en-US-2019,Thomas Jefferson (All)
1995,Thomas JEFFERSON,1.1470188132634007e-9,en-US-2019,Thomas Jefferson (All)
1996,Thomas JEFFERSON,1.454598108630023e-9,en-US-2019,Thomas Jefferson (All)
1997,Thomas JEFFERSON,2.764866557924961e-9,en-US-2019,Thomas Jefferson (All)
1998,Thomas JEFFERSON,1.5921908236293802e-9,en-US-2019,Thomas Jefferson (All)
1999,Thomas JEFFERSON,1.1314135184292695e-9,en-US-2019,Thomas Jefferson (All)
2000,Thomas JEFFERSON,1.2807954696825163e-9,en-US-2019,Thomas Jefferson (All)
2001,Thomas JEFFERSON,5.632625921236922e-9,en-US-2019,Thomas Jefferson (All)
2002,Thomas JEFFERSON,1.073846234156406e-9,en-US-2019,Thomas Jefferson (All)
2003,Thomas JEFFERSON,1.1508829445006086e-9,en-US-2019,Thomas Jefferson (All)
2004,Thomas JEFFERSON,1.0287077856219184e-9,en-US-2019,Thomas Jefferson (All)
2005,Thomas JEFFERSON,5.626179522266739e-10,en-US-2019,Thomas Jefferson (All)
2006,Thomas JEFFERSON,3.3332228088767124e-9,en-US-2019,Thomas Jefferson (All)
2007,Thomas JEFFERSON,3.1899058949846903e-9,en-US-2019,Thomas Jefferson (All)
2008,Thomas JEFFERSON,7.196155338284882e-10,en-US-2019,Thomas Jefferson (All)
2009,Thomas JEFFERSON,4.684437837632061e-10,en-US-2019,Thomas Jefferson (All)
2010,Thomas JEFFERSON,3.155247174646547e-10,en-US-2019,Thomas Jefferson (All)
1850,THOMAs JEFFERson,0,en-US-2019,Thomas Jefferson (All)
1851,THOMAs JEFFERson,5.890449017442734e-9,en-US-2019,Thomas Jefferson (All)
1852,THOMAs JEFFERson,3.2754019496650244e-9,en-US-2019,Thomas Jefferson (All)
1853,THOMAs JEFFERson,3.006412674366743e-9,en-US-2019,Thomas Jefferson (All)
1854,THOMAs JEFFERson,1.3530335740696842e-9,en-US-2019,Thomas Jefferson (All)
1855,THOMAs JEFFERson,1.4818687388284957e-9,en-US-2019,Thomas Jefferson (All)
1856,THOMAs JEFFERson,6.694961030007107e-9,en-US-2019,Thomas Jefferson (All)
1857,THOMAs JEFFERson,6.1062963574443074e-9,en-US-2019,Thomas Jefferson (All)
1858,THOMAs JEFFERson,7.33408533903912e-9,en-US-2019,Thomas Jefferson (All)
1859,THOMAs JEFFERson,7.317145778173995e-10,en-US-2019,Thomas Jefferson (All)
1860,THOMAs JEFFERson,2.1579391606962872e-9,en-US-2019,Thomas Jefferson (All)
1861,THOMAs JEFFERson,2.043790692241032e-9,en-US-2019,Thomas Jefferson (All)
1862,THOMAs JEFFERson,0,en-US-2019,Thomas Jefferson (All)
1863,THOMAs JEFFERson,2.2847166381012585e-9,en-US-2019,Thomas Jefferson (All)
1864,THOMAs JEFFERson,1.8189734163343019e-9,en-US-2019,Thomas Jefferson (All)
1865,THOMAs JEFFERson,2.9385553990124436e-9,en-US-2019,Thomas Jefferson (All)
1866,THOMAs JEFFERson,0,en-US-2019,Thomas Jefferson (All)
1867,THOMAs JEFFERson,7.831410520076076e-10,en-US-2019,Thomas Jefferson (All)
1868,THOMAs JEFFERson,1.9886079449804583e-9,en-US-2019,Thomas Jefferson (All)
1869,THOMAs JEFFERson,1.4111956048168395e-9,en-US-2019,Thomas Jefferson (All)
1870,THOMAs JEFFERson,1.964888030059342e-9,en-US-2019,Thomas Jefferson (All)
1871,THOMAs JEFFERson,4.1349013102376375e-9,en-US-2019,Thomas Jefferson (All)
1872,THOMAs JEFFERson,1.6391339396903959e-9,en-US-2019,Thomas Jefferson (All)
1873,THOMAs JEFFERson,0,en-US-2019,Thomas Jefferson (All)
1874,THOMAs JEFFERson,5.981224959761278e-10,en-US-2019,Thomas Jefferson (All)
1875,THOMAs JEFFERson,0,en-US-2019,Thomas Jefferson (All)
1876,THOMAs JEFFERson,2.8444049338105515e-9,en-US-2019,Thomas Jefferson (All)
1877,THOMAs JEFFERson,0,en-US-2019,Thomas Jefferson (All)
1878,THOMAs JEFFERson,1.1829944801533543e-9,en-US-2019,Thomas Jefferson (All)
1879,THOMAs JEFFERson,2.680756061579359e-9,en-US-2019,Thomas Jefferson (All)
1880,THOMAs JEFFERson,8.972246279270735e-10,en-US-2019,Thomas Jefferson (All)
1881,THOMAs JEFFERson,9.108507836863566e-10,en-US-2019,Thomas Jefferson (All)
1882,THOMAs JEFFERson,4.012077781112566e-9,en-US-2019,Thomas Jefferson (All)
1883,THOMAs JEFFERson,1.2348577715926012e-9,en-US-2019,Thomas Jefferson (All)
1884,THOMAs JEFFERson,1.5618142334972163e-9,en-US-2019,Thomas Jefferson (All)
1885,THOMAs JEFFERson,1.6508631128786533e-9,en-US-2019,Thomas Jefferson (All)
1886,THOMAs JEFFERson,7.519095901464823e-10,en-US-2019,Thomas Jefferson (All)
1887,THOMAs JEFFERson,7.306577010091075e-10,en-US-2019,Thomas Jefferson (All)
1888,THOMAs JEFFERson,1.0431338015592928e-9,en-US-2019,Thomas Jefferson (All)
1889,THOMAs JEFFERson,9.46202560747622e-10,en-US-2019,Thomas Jefferson (All)
1890,THOMAs JEFFERson,9.477780782418677e-10,en-US-2019,Thomas Jefferson (All)
1891,THOMAs JEFFERson,2.8193689605160444e-9,en-US-2019,Thomas Jefferson (All)
1892,THOMAs JEFFERson,1.2011339700634949e-9,en-US-2019,Thomas Jefferson (All)
1893,THOMAs JEFFERson,8.768265002956355e-10,en-US-2019,Thomas Jefferson (All)
1894,THOMAs JEFFERson,8.720559274699724e-10,en-US-2019,Thomas Jefferson (All)
1895,THOMAs JEFFERson,9.769069997389579e-10,en-US-2019,Thomas Jefferson (All)
1896,THOMAs JEFFERson,2.6033777911216305e-10,en-US-2019,Thomas Jefferson (All)
1897,THOMAs JEFFERson,1.7193571011375752e-9,en-US-2019,Thomas Jefferson (All)
1898,THOMAs JEFFERson,1.1812174571801393e-9,en-US-2019,Thomas Jefferson (All)
1899,THOMAs JEFFERson,6.355112547318242e-10,en-US-2019,Thomas Jefferson (All)
1900,THOMAs JEFFERson,7.839949800469981e-10,en-US-2019,Thomas Jefferson (All)
1901,THOMAs JEFFERson,2.3291328865582273e-9,en-US-2019,Thomas Jefferson (All)
1902,THOMAs JEFFERson,1.1925651577371355e-9,en-US-2019,Thomas Jefferson (All)
1903,THOMAs JEFFERson,9.811269574555581e-10,en-US-2019,Thomas Jefferson (All)
1904,THOMAs JEFFERson,1.3272731802516091e-9,en-US-2019,Thomas Jefferson (All)
1905,THOMAs JEFFERson,2.2389414766621485e-9,en-US-2019,Thomas Jefferson (All)
1906,THOMAs JEFFERson,1.0532291705445118e-9,en-US-2019,Thomas Jefferson (All)
1907,THOMAs JEFFERson,1.2202645560677183e-9,en-US-2019,Thomas Jefferson (All)
1908,THOMAs JEFFERson,5.048080842229297e-10,en-US-2019,Thomas Jefferson (All)
1909,THOMAs JEFFERson,6.096944615840982e-10,en-US-2019,Thomas Jefferson (All)
1910,THOMAs JEFFERson,1.1277830891387453e-9,en-US-2019,Thomas Jefferson (All)
1911,THOMAs JEFFERson,2.4104163109939236e-9,en-US-2019,Thomas Jefferson (All)
1912,THOMAs JEFFERson,2.1337762667883453e-9,en-US-2019,Thomas Jefferson (All)
1913,THOMAs JEFFERson,6.685183517873838e-10,en-US-2019,Thomas Jefferson (All)
1914,THOMAs JEFFERson,1.4965425565449664e-9,en-US-2019,Thomas Jefferson (All)
1915,THOMAs JEFFERson,2.6455163060212783e-10,en-US-2019,Thomas Jefferson (All)
1916,THOMAs JEFFERson,3.799427439332703e-10,en-US-2019,Thomas Jefferson (All)
1917,THOMAs JEFFERson,9.067588346844957e-10,en-US-2019,Thomas Jefferson (All)
1918,THOMAs JEFFERson,2.858204783962037e-10,en-US-2019,Thomas Jefferson (All)
1919,THOMAs JEFFERson,4.1432449138234517e-10,en-US-2019,Thomas Jefferson (All)
1920,THOMAs JEFFERson,1.3228551587474158e-10,en-US-2019,Thomas Jefferson (All)
1921,THOMAs JEFFERson,6.807516217399723e-10,en-US-2019,Thomas Jefferson (All)
1922,THOMAs JEFFERson,5.361340815746019e-10,en-US-2019,Thomas Jefferson (All)
1923,THOMAs JEFFERson,0,en-US-2019,Thomas Jefferson (All)
1924,THOMAs JEFFERson,1.0669038985611223e-9,en-US-2019,Thomas Jefferson (All)
1925,THOMAs JEFFERson,1.937475957447532e-9,en-US-2019,Thomas Jefferson (All)
1926,THOMAs JEFFERson,1.0033049946400752e-9,en-US-2019,Thomas Jefferson (All)
1927,THOMAs JEFFERson,1.936101723387651e-9,en-US-2019,Thomas Jefferson (All)
1928,THOMAs JEFFERson,2.2346142714013695e-9,en-US-2019,Thomas Jefferson (All)
1929,THOMAs JEFFERson,1.8085246633603447e-9,en-US-2019,Thomas Jefferson (All)
1930,THOMAs JEFFERson,6.742798541736761e-10,en-US-2019,Thomas Jefferson (All)
1931,THOMAs JEFFERson,2.039845847789934e-9,en-US-2019,Thomas Jefferson (All)
1932,THOMAs JEFFERson,7.530591150661792e-10,en-US-2019,Thomas Jefferson (All)
1933,THOMAs JEFFERson,1.090549428539589e-9,en-US-2019,Thomas Jefferson (All)
1934,THOMAs JEFFERson,0,en-US-2019,Thomas Jefferson (All)
1935,THOMAs JEFFERson,1.4219698751816168e-9,en-US-2019,Thomas Jefferson (All)
1936,THOMAs JEFFERson,1.8316205219193193e-9,en-US-2019,Thomas Jefferson (All)
1937,THOMAs JEFFERson,3.288556094105388e-9,en-US-2019,Thomas Jefferson (All)
1938,THOMAs JEFFERson,8.706628196186728e-10,en-US-2019,Thomas Jefferson (All)
1939,THOMAs JEFFERson,2.330070136835616e-9,en-US-2019,Thomas Jefferson (All)
1940,THOMAs JEFFERson,2.7788504830539296e-9,en-US-2019,Thomas Jefferson (All)
1941,THOMAs JEFFERson,2.6072606296168033e-9,en-US-2019,Thomas Jefferson (All)
1942,THOMAs JEFFERson,4.0467100781427234e-9,en-US-2019,Thomas Jefferson (All)
1943,THOMAs JEFFERson,6.318072287569976e-9,en-US-2019,Thomas Jefferson (All)
1944,THOMAs JEFFERson,2.9385001099058172e-9,en-US-2019,Thomas Jefferson (All)
1945,THOMAs JEFFERson,2.6886124437908165e-9,en-US-2019,Thomas Jefferson (All)
1946,THOMAs JEFFERson,1.4042409457459826e-9,en-US-2019,Thomas Jefferson (All)
1947,THOMAs JEFFERson,2.282141586817943e-9,en-US-2019,Thomas Jefferson (All)
1948,THOMAs JEFFERson,3.791507996453447e-9,en-US-2019,Thomas Jefferson (All)
1949,THOMAs JEFFERson,2.2985333636427185e-9,en-US-2019,Thomas Jefferson (All)
